IDPIF,SUPQUEMADA,RADIO_M,MUERTOS,HERIDOS,IDCOMUNIDAD,COMUNIDAD,IDPROVINCIA,PROVINCIA,COMARCA,MUNICIPIO,LATITUD,LONGITUD,FECHA,TIME_CTRL,TIME_EXT,RES_GRP_CAUSA,IDGRUPOCAUSA,CAUSA,PERSONAL,PESADOS,AEREOS,GASTOS_EXT,PERDIDAS
2003100796,800.0000,1595.76,0,0,14,EXTREMADURA,10,CACERES,AMBROZ-JERTE Y TIETAR,JERTE,40.26180300,-5.77115000,2003-08-12,0,13377,0,1,RAYO,134,6,17,0,161578
2006361723,800.0000,1595.76,0,0,3,GALICIA,36,PONTEVEDRA,VIGO-BAIXO MIÑO,OIA,42.04818500,-8.84345400,2006-08-09,3540,10260,0,5,CAUSA DESCONOCIDA,215,15,12,200328,2950902
2006240473,800.0000,1595.76,0,0,17,CASTILLA Y LEON,24,LEON,TRUCHAS,TRUCHAS,42.26897900,-6.41487700,2006-09-09,1540,3220,0,1,RAYO,36,2,0,0,0
2012290004,797.6500,1593.42,0,0,4,ANDALUCIA,29,MALAGA,SERRANIA DE RONDA,PUJERRA,36.59020700,-5.13700800,2012-02-04,3285,4815,0,2,QUEMA DE MATORRAL (SIN ESPECIFICAR),328,22,9,0,0
2010500051,794.1300,1589.90,0,1,10,ARAGON,50,ZARAGOZA,CINCO VILLAS,SOS DEL REY CATÓLICO,42.45933600,-1.22567500,2010-03-17,1275,2615,1,4,Provocados por pastores y ganaderos para regenerar el pasto,338,22,8,0,1020480
2001050100,790.0000,1585.76,0,0,17,CASTILLA Y LEON,5,AVILA,EL HOYO DE PINARES,HERRADON DE PINARES,40.58871600,-4.53872900,2001-08-23,1540,2995,0,2,FUMADORES,141,9,7,0,0
2005240733,785.9900,1581.73,0,0,17,CASTILLA Y LEON,24,LEON,PONFERRADA,PONFERRADA,42.49903600,-6.56292500,2005-08-20,0,397,0,5,CAUSA DESCONOCIDA,112,22,12,0,0
2006321029,783.0000,1578.72,0,0,3,GALICIA,32,OURENSE,O RIBEIRO-ARENTEIRO,RIBADAVIA,42.26166200,-8.17416500,2006-08-07,4620,8940,1,4,Sin datos,154,19,5,0,8389670
2004490433,779.8500,1575.54,0,0,17,CASTILLA Y LEON,49,ZAMORA,MOMBUEY,ESPADAÑEDO,42.13459200,-6.38850100,2004-08-07,1135,1645,1,4,Sin datos,100,10,7,0,241819
2009230063,775.6000,1571.24,0,0,4,ANDALUCIA,23,JAEN,SIERRA MAGINA,JÓDAR,37.78318500,-3.32468200,2009-07-11,1810,4360,0,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),363,26,21,0,0
2002450153,775.0000,1570.63,0,0,11,CASTILLA-MANCHA,45,TOLEDO,SAGRA-TOLEDO,OTRA PROVINCIA,40.28462200,-4.42546900,2002-07-30,590,2210,0,2,ESCAPE DE VERTEDERO,129,21,6,0,45335
2011322310,770.0000,1565.56,0,0,3,GALICIA,32,OURENSE,VALDEORRAS-TRIVES,MONTEDERRAMO,42.33743100,-7.58673500,2011-10-15,6185,10060,1,4,Vandalismo,271,29,21,0,71671
2011390363,768.6000,1564.13,0,0,6,CANTABRIA,39,CANTABRIA,COMARCA 10,ARREDONDO,43.26925500,-3.63252000,2011-03-24,0,4695,1,4,Provocados por pastores y ganaderos para regenerar el pasto,0,0,0,0,165392
2006100366,765.1100,1560.58,0,0,14,EXTREMADURA,10,CACERES,IBORES-VILLUERCAS,CARRASCALEJO,39.62810800,-5.23642100,2006-08-12,1630,4725,1,4,Sin datos,250,29,16,0,0
2005080308,760.8800,1556.26,0,0,2,CATALUÑA,8,BARCELONA,BAGES,TALAMANCA,41.71266400,1.94803100,2005-06-19,1886,3296,0,2,OTRAS NEGLIGENCIAS (ACTIVIDADES APÍCOLAS),483,50,15,0,0
2004100728,760.7000,1556.07,0,0,14,EXTREMADURA,10,CACERES,SIERRA DE GATA,ACEITUNA,40.12896900,-6.33757100,2004-09-25,840,2700,1,4,Sin datos,207,19,14,0,1906755
2003271450,760.0000,1555.36,0,0,3,GALICIA,27,LUGO,LUGO-SARRIA,"INCIO, O",42.64952300,-7.30177900,2003-09-20,1265,2045,1,4,Sin datos,77,10,6,5067,295202
2004270761,756.2000,1551.47,0,0,3,GALICIA,27,LUGO,TERRA DE LEMOS,RIBAS DE SIL,42.40773000,-7.24470200,2004-07-31,2460,2600,1,4,Sin datos,92,10,6,0,702691
2012386016,752.0000,1547.15,0,3,12,CANARIAS,38,S.C. TENERIFE,LA PALMA,"PASO, EL",28.64365700,-17.85334300,2012-07-16,2890,76330,0,2,HOGUERAS,445,29,2,278903,0
2002330649,750.0000,1545.09,0,0,5,ASTURIAS,33,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.10511800,-6.55073300,2002-02-02,0,1440,0,5,CAUSA DESCONOCIDA,25,2,0,0,630607
2003060313,745.7500,1540.71,0,0,14,EXTREMADURA,6,BADAJOZ,LA SERENA,BENQUERENCIA DE LA SERENA,38.68306800,-5.43231700,2003-08-03,950,1915,1,4,Sin datos,54,11,1,0,0
2003210122,739.0000,1533.72,0,0,4,ANDALUCIA,21,HUELVA,EL ANDEVALO,VALVERDE DEL CAMINO,37.56122600,-6.73934900,2003-08-01,2591,2865,1,4,Sin datos,144,16,11,28040,1239802
2011331456,727.2700,1521.50,0,0,5,ASTURIAS,33,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.12251400,-6.65286700,2011-10-16,3425,4358,0,6,INCENDIO REPRODUCIDO,40,3,1,0,103672
2009240696,726.0000,1520.17,0,2,17,CASTILLA Y LEON,24,LEON,CANALES-LA MAGDALENA,MURIAS DE PAREDES,42.75571400,-6.18354700,2009-09-10,6993,7950,1,4,Provocados por cazadores para facilitar la caza,123,9,17,0,0
2011322285,722.7400,1516.75,0,0,3,GALICIA,32,OURENSE,MIÑO-ARNOIA,MACEDA,42.22454600,-7.56179800,2011-10-14,5450,7247,1,4,Otras motivaciones,37,5,0,0,433391
2006152171,722.0000,1515.98,0,0,3,GALICIA,15,A CORUÑA,BARBANZA,NEGREIRA,42.92501300,-8.84070100,2006-08-13,2510,4440,1,4,Otras motivaciones,187,16,12,0,1480478
2007130077,721.0000,1514.93,0,0,11,CASTILLA-MANCHA,13,CIUDAD REAL,PASTOS,VILLANUEVA DE SAN CARLOS,38.58549700,-3.94420400,2007-08-19,342,1249,1,4,Provocados por venganzas,123,14,8,24508,54825
2002323404,720.0000,1513.87,0,0,3,GALICIA,32,OURENSE,O RIBEIRO-ARENTEIRO,CARBALLEDA DE AVIA,42.32131500,-8.22265700,2002-08-30,3330,3810,1,4,Sin datos,105,10,9,0,1270693
2003100733,715.0000,1508.61,0,0,14,EXTREMADURA,10,CACERES,HURDES,NUÑOMORAL,40.39870800,-6.30458200,2003-08-04,5675,6215,1,4,Venganzas por multas impuestas,87,6,13,0,790392
2006270549,710.0000,1503.32,0,0,3,GALICIA,27,LUGO,FONSAGRADA-OS ANCARES,NAVIA DE SUARNA,42.96929200,-6.97154300,2006-08-07,1897,7567,0,5,CAUSA DESCONOCIDA,73,17,7,0,2553372
2011050100,709.4500,1502.74,0,0,17,CASTILLA Y LEON,5,AVILA,NAVARREDONDA DE GREDOS,NAVALACRUZ,40.44331900,-4.93655700,2011-08-19,4283,8725,0,2,FUMADORES,340,19,14,0,0
2012030092,705.9200,1499.00,2,4,9,C. VALENCIANA,3,ALICANTE,L ALACANTI,"TORRE DE LES MAÇANES, LA",38.60908700,-0.40791700,2012-08-12,9067,11947,0,3,MOTORES Y MÁQUINAS (VEHÍCULOS LIGEROS Y PESADOS),1217,16,41,0,669776
2002330683,705.0000,1498.02,0,0,5,ASTURIAS,33,ASTURIAS,EO-NAVIA,GRANDAS DE SALIME,43.19769500,-6.90079700,2002-02-02,1230,1240,1,4,"Provocados para ahuyentar animales (lobos, jabalíes)",16,3,0,122,635223
2012460147,702.2900,1495.14,0,0,9,C. VALENCIANA,46,VALENCIA,ELS SERRANS,CHELVA,39.73487500,-1.06006200,2012-06-01,4693,13285,1,4,Otras motivaciones,1084,54,33,0,18912
2008320573,702.0000,1494.83,0,0,3,GALICIA,32,OURENSE,VERIN-VIANA,VIANA DO BOLO,42.21564900,-7.06361800,2008-02-17,1280,1815,1,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,53,6,1,0,370755
2004280170,700.8200,1493.57,0,0,16,MADRID,28,MADRID,P. REGIONAL DEL SURESTE,PINTO,40.24927500,-3.68514800,2004-07-28,1004,3994,0,2,ESCAPE DE VERTEDERO,224,24,11,0,0
2012330859,698.5000,1491.10,0,0,5,ASTURIAS,33,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.09836800,-6.72567300,2012-03-26,7802,7987,1,4,Provocados por pastores y ganaderos para regenerar el pasto,156,3,11,0,0
2010321016,698.0600,1490.63,0,0,3,GALICIA,32,OURENSE,VALDEORRAS-TRIVES,CHANDREXA DE QUEIXA,42.21551500,-7.36440300,2010-08-30,3880,8250,1,4,Provocados por pastores y ganaderos para regenerar el pasto,271,15,21,0,0
2012330846,692.2300,1484.39,0,0,5,ASTURIAS,33,ASTURIAS,ORIENTE,PILOÑA,43.27575400,-5.31868500,2012-03-26,157,208,1,4,Provocados por pastores y ganaderos para regenerar el pasto,6,0,0,0,0
2005490403,692.0000,1484.15,0,0,17,CASTILLA Y LEON,49,ZAMORA,MOMBUEY,ESPADAÑEDO,42.12982700,-6.39517400,2005-03-17,780,1695,1,4,Sin datos,73,0,7,30244,0
2009270081,690.7500,1482.81,0,0,3,GALICIA,27,LUGO,LUGO-SARRIA,PALAS DE REI,42.93002500,-7.91330000,2009-03-21,1582,3021,1,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,165,15,8,328,297997
2013320594,690.3000,1482.32,0,0,3,GALICIA,32,OURENSE,VERIN-VIANA,CUALEDRO,41.91250400,-7.62940500,2013-08-24,1803,4622,0,5,CAUSA DESCONOCIDA,296,9,11,0,132493
2013360732,689.6300,1481.60,0,0,3,GALICIA,36,PONTEVEDRA,CALDAS-O SALNES,PONTE CALDELAS,42.37012800,-8.48065300,2013-09-04,2508,3875,1,4,Provocados por pastores y ganaderos para regenerar el pasto,480,39,15,271312,1467350
2006361550,683.9000,1475.43,0,0,3,GALICIA,36,PONTEVEDRA,CALDAS-O SALNES,MEIS,42.47649000,-8.74940700,2006-08-06,3270,3750,1,4,Provocados por pirómanos,104,4,11,27709,2081496
2009240698,673.0000,1463.63,0,2,17,CASTILLA Y LEON,24,LEON,TRUCHAS,BENUZA,42.36264900,-6.69653900,2009-09-11,1066,1126,1,4,Sin datos,153,4,15,0,0
2005100460,670.5900,1461.01,0,0,14,EXTREMADURA,10,CACERES,SIERRA DE GATA,GATA,40.22782500,-6.59648400,2005-07-04,3231,6845,1,4,Sin datos,545,46,14,0,265562
2007370119,670.0000,1460.36,0,0,17,CASTILLA Y LEON,37,SALAMANCA,VITIGUDINO,PUERTAS,41.12943900,-6.27137300,2007-07-31,955,1695,0,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),68,5,4,0,26800
2006361632,668.0000,1458.18,0,0,3,GALICIA,36,PONTEVEDRA,CALDAS-O SALNES,PONTE CALDELAS,42.40879400,-8.54275100,2006-08-07,565,655,1,4,Provocados por pastores y ganaderos para regenerar el pasto,65,3,0,29636,2527513
2005190216,663.7900,1453.58,0,1,11,CASTILLA-MANCHA,19,GUADALAJARA,CAMPIÑA,PASTRANA,40.42396600,-2.87901600,2005-08-17,1590,4544,0,1,RAYO,265,37,19,58539,2254734
2002323579,660.0000,1449.42,0,0,3,GALICIA,32,OURENSE,O RIBEIRO-ARENTEIRO,SAN CRISTOVO DE CEA,42.56578100,-7.98755300,2002-09-01,3000,3210,1,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,35,0,8,0,394780
2011240403,654.0000,1442.82,0,0,17,CASTILLA Y LEON,24,LEON,TRUCHAS,ENCINEDO,42.26432700,-6.64984500,2011-09-09,1625,3209,1,4,Sin datos,119,6,9,0,0
2006361732,650.8200,1439.31,0,0,3,GALICIA,36,PONTEVEDRA,O CONDADO-A PARANDATA,CRECENTE,42.22211100,-8.19501300,2006-08-09,1200,2700,1,4,Provocados por pirómanos,33,4,5,29269,1143478
2012490462,650.4600,1438.91,0,0,17,CASTILLA Y LEON,49,ZAMORA,BENAVENTE,CUBO DE BENAVENTE,42.12264600,-6.15190300,2012-08-18,2351,4061,0,2,QUEMA AGRÍCOLA (QUEMA DE RASTROJOS),221,7,6,0,0
2005390039,650.3000,1438.73,0,0,6,CANTABRIA,39,CANTABRIA,COMARCA 5,"ROZAS DE VALDEARROYO, LAS",42.96947000,-4.02087100,2005-09-02,1370,7140,1,4,Animadversión contra repoblaciones forestales,146,6,9,0,1377931
2003060461,650.0000,1438.40,0,0,14,EXTREMADURA,6,BADAJOZ,BADAJOZ-CENTRO,FUENTE DEL MAESTRE,38.50205700,-6.38278600,2003-08-02,705,750,0,5,CAUSA DESCONOCIDA,20,3,2,0,0
2002330491,650.0000,1438.40,0,0,5,ASTURIAS,33,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.10511800,-6.55073300,2002-02-01,2212,2283,1,4,Provocados por pastores y ganaderos para regenerar el pasto,38,3,1,0,301760
2008490227,650.0000,1438.40,0,0,17,CASTILLA Y LEON,49,ZAMORA,EL PUENTE,PORTO,42.10196000,-6.94012600,2008-04-05,250,250,1,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,29,0,2,0,0
2006050105,648.4200,1436.65,0,0,17,CASTILLA Y LEON,5,AVILA,SOTILLO DE LA ADRADA,ADRADA LA,40.27757400,-4.65950600,2006-08-14,360,3892,0,3,MOTORES Y MÁQUINAS (OTROS),682,47,18,0,0
2013150724,646.2000,1434.19,0,0,3,GALICIA,15,A CORUÑA,BARBANZA,NEGREIRA,42.88007000,-8.80157200,2013-09-11,4110,6212,1,4,Provocados por campesinos para eliminar matorral y residuos agrícolas,237,22,13,0,455960
2012100875,646.0300,1434.00,1,3,14,EXTREMADURA,10,CACERES,SIERRA DE GATA,GATA,40.23659000,-6.61258100,2012-08-03,11415,12735,1,4,Sin datos,206,1,14,0,0
2003170169,645.0500,1432.91,0,0,2,CATALUÑA,17,GIRONA,MARESME,OTRA PROVINCIA,41.69452100,2.71278400,2003-08-13,3186,3666,1,4,Sin datos,324,35,19,0,1887111
2005460285,641.9500,1429.47,0,0,9,C. VALENCIANA,46,VALENCIA,LA SAFOR,SIMAT LA VALLDIGNA,39.04232900,-0.34882700,2005-07-12,0,4483,1,4,Sin datos,228,16,14,0,34238
2003410105,640.0000,1427.29,0,2,4,ANDALUCIA,41,SEVILLA,SIERRA NORTE,"CASTILLO DE LAS GUARDAS, EL",37.70770500,-6.27176000,2003-07-31,1118,1268,0,3,LÍNEAS ELÉCTRICAS,198,10,11,0,8508
2004470009,638.8900,1426.06,0,0,17,CASTILLA Y LEON,47,VALLADOLID,MONTEMAYOR DE PILILLA,PORTILLO,41.48054300,-4.56752300,2004-06-18,324,2265,0,1,RAYO,64,15,0,18274,918597
2004270772,636.0000,1422.83,0,0,3,GALICIA,27,LUGO,TERRA DE LEMOS,QUIROGA,42.46278700,-7.18496600,2004-08-01,3340,4530,1,4,Sin datos,222,20,10,7622,103390
2010300139,633.0000,1419.47,0,0,8,MURCIA,30,MURCIA,NOROESTE,CALASPARRA,38.22383400,-1.62036400,2010-09-07,3637,12478,0,5,CAUSA DESCONOCIDA,669,55,15,0,0
2005050176,630.0000,1416.10,1,3,17,CASTILLA Y LEON,5,AVILA,SOTILLO DE LA ADRADA,CASAVIEJA,40.31156500,-4.87795000,2005-08-06,2765,4230,1,4,Otras motivaciones,876,89,23,0,498886
2009310541,626.0000,1411.60,0,1,13,NAVARRA,31,NAVARRA,ZONA 4,UNCITI,42.70697900,-1.45323500,2009-07-22,1260,3120,0,6,INCENDIO REPRODUCIDO,181,16,6,0,0
2007400034,625.4000,1410.92,0,0,17,CASTILLA Y LEON,40,SEGOVIA,SANTA MARIA LA REAL DE NIEVA,ESPIRDO,40.99429800,-4.05791900,2007-08-28,295,1425,0,3,LÍNEAS ELÉCTRICAS,388,24,8,0,0
2004460135,624.3800,1409.77,0,0,9,C. VALENCIANA,46,VALENCIA,EL CAMP DE TURIA,SERRA,39.68574700,-0.40477500,2004-08-12,2055,9525,1,4,Sin datos,736,47,15,0,271086
2012310584,620.4900,1405.37,0,0,13,NAVARRA,31,NAVARRA,ZONA 4,ARAS,42.56425500,-2.35246500,2012-08-21,1021,3991,0,2,OTRAS NEGLIGENCIAS (JUEGOS DE NIÑOS),102,28,7,0,0
2012100691,620.0000,1404.82,0,0,14,EXTREMADURA,10,CACERES,HURDES,CAMINOMORISCO,40.35301200,-6.23784600,2012-07-23,2861,29361,1,4,Sin datos,576,113,28,0,0
2007100238,616.2000,1400.50,0,0,14,EXTREMADURA,10,CACERES,CACERES-CENTRO,ALCÁNTARA,39.79548700,-6.84505500,2007-08-24,965,11915,0,3,MOTORES Y MÁQUINAS (OTROS),170,17,6,0,0
2005339117,613.0000,1396.86,0,0,5,ASTURIAS,33,ASTURIAS,NARCEA,CANGAS DEL NARCEA,43.10511800,-6.55073300,2005-10-26,1178,1213,0,5,CAUSA DESCONOCIDA,33,4,0,0,174470
2003490129,611.7900,1395.48,0,0,17,CASTILLA Y LEON,49,ZAMORA,BENAVENTE,SANTIBAÑEZ DE VIDRIALES,42.07318500,-5.98352900,2003-08-03,660,1785,0,5,CAUSA DESCONOCIDA,114,15,6,60685,500049
2002100566,610.9300,1394.50,0,0,14,EXTREMADURA,10,CACERES,AMBROZ-JERTE Y TIETAR,COLLADO,40.02977600,-5.68647800,2002-08-03,630,3360,1,4,Sin datos,42,9,11,0,0
2005323198,610.0000,1393.44,0,0,3,GALICIA,32,OURENSE,MIÑO-ARNOIA,SAN CIBRAO DAS VIÑAS,42.12635100,-7.94947700,2005-08-20,1440,1620,0,5,CAUSA DESCONOCIDA,34,3,0,0,0
2003020058,609.0000,1392.30,0,0,11,CASTILLA-MANCHA,2,ALBACETE,HELLIN,HELLÍN,38.40811700,-1.54513800,2003-07-11,1108,3208,0,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),208,28,9,122000,57163
2006151704,607.0000,1390.01,0,0,3,GALICIA,15,A CORUÑA,BARBANZA,NOIA,42.83317300,-8.82552000,2006-08-08,1140,1440,1,4,Otras motivaciones,37,5,1,0,1821516
2007100232,607.0000,1390.01,0,0,14,EXTREMADURA,10,CACERES,AMBROZ-JERTE Y TIETAR,JARAÍZ DE LA VERA,40.00861300,-5.73623000,2007-08-24,470,4820,1,4,Provocados por pastores y ganaderos para regenerar el pasto,134,10,13,0,0
2013460091,606.6800,1389.64,0,0,9,C. VALENCIANA,46,VALENCIA,LA VALL D AYORA,AYORA,38.98043700,-1.10415600,2013-07-25,2379,11499,0,3,MOTORES Y MÁQUINAS (COSECHADORAS),297,29,22,0,0
2012450617,606.6800,1389.64,0,0,11,CASTILLA-MANCHA,45,TOLEDO,TALAVERA,"REAL DE SAN VICENTE, EL",40.13998600,-4.71300200,2012-09-01,3600,7180,1,4,Sin datos,389,36,27,0,0
2009500171,606.6000,1389.55,0,0,10,ARAGON,50,ZARAGOZA,COMUNIDAD DE CALATAYUD,TERRER,41.29987400,-1.73787800,2009-08-01,1710,8985,0,3,MOTORES Y MÁQUINAS (OTROS),275,22,14,0,510373
2002100142,606.0000,1388.86,0,0,14,EXTREMADURA,10,CACERES,CACERES-CENTRO,ALCÁNTARA,39.64230300,-6.85948000,2002-06-21,220,300,0,5,CAUSA DESCONOCIDA,134,10,2,0,145459
2006290079,600.4000,1382.43,0,0,4,ANDALUCIA,29,MALAGA,SERRANIA DE RONDA,CORTES DE LA FRONTERA,36.57092600,-5.36243600,2006-07-22,1680,17120,0,3,FERROCARRIL,486,15,16,201634,340458
2009490238,600.0000,1381.97,0,0,17,CASTILLA Y LEON,49,ZAMORA,PUEBLA DE SANABRIA,HERMISENDE,42.02856400,-6.95999400,2009-03-23,250,950,1,4,Sin datos,42,3,5,0,0
2003490155,600.0000,1381.97,0,0,17,CASTILLA Y LEON,49,ZAMORA,EL PUENTE,PORTO,42.15981700,-6.84483500,2003-08-07,1290,9150,0,1,RAYO,10,0,2,608,0
2005323199,600.0000,1381.97,0,0,3,GALICIA,32,OURENSE,MIÑO-ARNOIA,"MERCA, A",42.12635100,-7.94947700,2005-08-20,2980,3325,0,5,CAUSA DESCONOCIDA,110,8,7,0,0
2002270644,600.0000,1381.97,0,0,3,GALICIA,27,LUGO,TERRA DE LEMOS,QUIROGA,42.42899300,-7.20460100,2002-08-07,956,1556,1,4,Sin datos,231,31,12,0,616407
2013240056,599.5000,1381.40,0,0,17,CASTILLA Y LEON,24,LEON,LEON,VALDEFRESNO,42.67465900,-5.48446400,2013-05-14,1367,1958,1,4,Sin datos,43,7,6,0,0
2005100682,598.0000,1379.67,0,0,14,EXTREMADURA,10,CACERES,IBORES-VILLUERCAS,ALÍA,39.44765800,-5.02375600,2005-08-25,656,3326,1,4,Provocados por venganzas,173,22,10,0,336
2005450242,597.3400,1378.90,0,0,11,CASTILLA-MANCHA,45,TOLEDO,LA JARA,SEVILLEJA DE LA JARA,39.53146200,-4.95440200,2005-08-04,1393,4455,0,2,OTRAS NEGLIGENCIAS (OTRAS),256,26,20,0,1323262
2005240628,595.0800,1376.29,0,0,17,CASTILLA Y LEON,24,LEON,BEMBIBRE,CASTROPODAME,42.57862200,-6.42561500,2005-07-21,1795,1853,1,4,Sin datos,96,9,6,0,0
2006361561,595.0000,1376.20,0,0,3,GALICIA,36,PONTEVEDRA,VIGO-BAIXO MIÑO,PAZOS DE BORBÉN,42.32212200,-8.52126700,2006-08-06,2045,3345,1,4,Otras motivaciones,94,10,6,41354,2424243
2003210176,594.5800,1375.72,0,1,4,ANDALUCIA,21,HUELVA,EL ANDEVALO,CALAÑAS,37.61282300,-6.85986500,2003-08-12,1135,1675,0,2,FUMADORES,253,14,17,36958,934641
2004322253,592.0000,1372.73,0,0,3,GALICIA,32,OURENSE,VALDEORRAS-TRIVES,CARBALLEDA DE VALDEORRAS,42.42282900,-6.91109100,2004-07-24,3210,6010,1,4,Sin datos,145,11,18,0,493912
2001290138,590.0000,1370.41,0,1,4,ANDALUCIA,29,MALAGA,COSTA DEL SOL,MIJAS,36.59926400,-4.66094100,2001-07-18,2045,5090,0,2,OTRAS NEGLIGENCIAS (SIN ESPECIFICAR),592,21,17,398826,82901
2005430186,588.0800,1368.18,0,0,2,CATALUÑA,43,TARRAGONA,RIBERA D EBRE,RIBA-ROJA D' EBRE,41.23135600,0.40009000,2005-08-22,1603,3029,0,3,LÍNEAS ELÉCTRICAS,738,70,17,0,0
2001130028,584.7500,1364.30,0,0,11,CASTILLA-MANCHA,13,CIUDAD REAL,MONTES NORTE,PIEDRABUENA,39.09108600,-4.30089300,2001-06-24,720,900,0,3,MOTORES Y MÁQUINAS (SIN ESPECIFICAR),88,11,2,0,540912
2004490432,581.7500,1360.79,0,0,17,CASTILLA Y LEON,49,ZAMORA,ALCAÑICES,S VITERO,41.77123100,-6.34081400,2004-08-07,255,1575,0,2,ESCAPE DE VERTEDERO,156,11,8,0,0
2011240586,580.0000,1358.74,0,0,17,CASTILLA Y LEON,24,LEON,TRUCHAS,CASTRILLO DE CABRERA,42.38175600,-6.53963900,2011-10-18,3540,6330,1,4,Provocados por pastores y ganaderos para regenerar el pasto,93,1,4,0,0
2010240135,577.0000,1355.22,0,0,17,CASTILLA Y LEON,24,LEON,TRUCHAS,ENCINEDO,42.24759500,-6.67437800,2010-08-09,5049,7415,1,4,Sin datos,43,1,10,0,0
2011290110,576.9500,1355.17,0,0,4,ANDALUCIA,29,MALAGA,COSTA DEL SOL,MIJAS,36.56604700,-4.73751100,2011-09-11,2185,2965,0,2,HOGUERAS,681,44,21,0,0